PERIOD_BEGIN,REGION,STATE,PROPERTY_TYPE,MEDIAN_SALE_PRICE,MEDIAN_SALE_PRICE_YOY,MEDIAN_LIST_PRICE,MEDIAN_PPSF,HOMES_SOLD,INVENTORY,MONTHS_OF_SUPPLY,MEDIAN_DOM,AVG_SALE_TO_LIST,PRICE_DROPS
1/1/2026,"Stockdale, TX",Texas,Single Family Residential,235000,NA,NA,146.875,1,6,6,218,1,0.333333333
1/1/2026,"South Padre Island, TX",Texas,Single Family Residential,789000,-0.123333333,598500,420.1277955,1,38,38,245,NA,0.263157895
1/1/2026,"Homestead Meadows North, TX",Texas,Single Family Residential,245000,-0.438073395,360000,151.421508,1,8,8,105,0.983935743,0.375
1/1/2026,"Newark, TX",Texas,Single Family Residential,192500,NA,679990,190.9722222,1,3,3,28,0.967336683,NA
1/1/2026,"Bruceville-Eddy, TX",Texas,Single Family Residential,224000,0.337313433,NA,175.9622938,1,6,6,86,0.995998221,0.833333333
1/1/2026,"Highland Village, TX",Texas,Single Family Residential,482000,-0.16173913,577450,196.712612,4,36,9,96,0.919932355,0.138888889
1/1/2026,"Galveston, TX",Texas,Single Family Residential,367500,0.002728513,427000,254.8561352,46,556,12.1,121,0.918075208,0.201438849
1/1/2026,"Rockwall, TX",Texas,Single Family Residential,580000,0.247580125,508250,191.308956,53,319,6,109,0.968048663,0.294670846
1/1/2026,"Katy, TX",Texas,Single Family Residential,325000,-0.032738095,355424.5,155.9888579,327,1763,5.4,65,0.939003342,0.312535451
1/1/2026,"Indian Lake, TX",Texas,Single Family Residential,245000,NA,245000,172.1714687,1,3,3,15,NA,0.333333333
1/1/2026,"New Braunfels, TX",Texas,Single Family Residential,325999,-0.012124242,345000,168.4532925,71,540,7.6,95,0.970901106,0.387037037
1/1/2026,"Four Corners, TX",Texas,Single Family Residential,349950,0.043070045,352499.5,139.2443127,6,27,4.5,33,0.965409062,0.185185185
1/1/2026,"Coppell, TX",Texas,Single Family Residential,700000,0.317027281,670000,260.1241502,25,51,2,58,0.972182482,0.215686275
1/1/2026,"McAllen, TX",Texas,Single Family Residential,267500,0.059405941,270000,148.4498079,50,485,9.7,74,0.968531717,0.193814433
1/1/2026,"Spring, TX",Texas,Single Family Residential,248000,-0.003996064,254900,134.0996169,55,321,5.8,97,0.982400876,0.333333333
1/1/2026,"Prosper, TX",Texas,Single Family Residential,837500,-0.113756614,920000,230.1640985,38,281,7.4,122,0.961313721,0.245551601
1/1/2026,"Shady Hollow, TX",Texas,Single Family Residential,810000,0.251931994,732000,399.6053281,1,8,8,76,0.981819372,0.125
1/1/2026,"Clyde, TX",Texas,Single Family Residential,245000,0.195413516,237990,119.8552691,13,21,1.6,97,0.996266323,0.142857143
1/1/2026,"Riesel, TX",Texas,Single Family Residential,299500,-0.092424242,340000,151.4155713,1,5,5,134,1,NA
1/1/2026,"Copper Canyon, TX",Texas,Single Family Residential,1540000,-0.150344828,1247450,298.3339791,1,6,6,112,0.963101939,NA
1/1/2026,"Rowlett, TX",Texas,Single Family Residential,360000,-0.027027027,387256,171.4530709,50,237,4.7,80,0.976020428,0.282700422
1/1/2026,"Barrett, TX",Texas,Single Family Residential,232995,-0.073090197,288490,146,16,47,2.9,74,0.889274343,0.340425532
1/1/2026,"Live Oak, TX",Texas,Single Family Residential,268000,0,291850,155.6091677,9,68,7.6,83,0.99285245,0.382352941
1/1/2026,"Boerne, TX",Texas,Single Family Residential,634909,0.506714145,494000,208.5792995,17,94,5.5,102,0.969527137,0.255319149
1/1/2026,"Hereford, TX",Texas,Single Family Residential,178450,-0.190702948,209500,120.3039844,2,65,32.5,174,NA,0.246153846
1/1/2026,"Electra, TX",Texas,Single Family Residential,45000,NA,90000,39.85828167,1,18,18,70,NA,0.111111111
1/1/2026,"Lone Oak, TX",Texas,Single Family Residential,205000,NA,NA,143.8596491,1,4,4,66,1.025512756,0.25
1/1/2026,"West Tawakoni, TX",Texas,Single Family Residential,210000,-0.245960503,285000,169.9029126,1,26,26,58,0.976789618,0.153846154
1/1/2026,"Abilene, TX",Texas,Single Family Residential,247544.5,0.135525229,268745,155.1089874,134,270,2,35,0.969066024,0.140740741
1/1/2026,"Selma, TX",Texas,Single Family Residential,243500,-0.173174873,297450,117.5846809,4,38,9.5,203,0.974469008,0.447368421
1/1/2026,"La Paloma, TX",Texas,Single Family Residential,220000,NA,345000,177.8496362,1,2,2,13,NA,1
1/1/2026,"Keene, TX",Texas,Single Family Residential,271950,NA,257649.5,177.1191455,6,28,4.7,111,0.998529785,0.321428571
1/1/2026,"Eagle Mountain, TX",Texas,Single Family Residential,350473.5,-0.101348848,407500,172.4422372,34,154,4.5,92,0.972796627,0.272727273
1/1/2026,"Savannah, TX",Texas,Single Family Residential,317000,-0.133879781,364900,145.5348495,6,33,5.5,78,0.994428299,0.333333333
1/1/2026,"Decatur, TX",Texas,Single Family Residential,372500,0.153250774,343000,164.5928644,4,29,7.3,129,0.975269258,0.275862069
1/1/2026,"Buffalo Springs, TX",Texas,Single Family Residential,495000,NA,860000,262.0434092,1,9,9,90,NA,0.444444444
1/1/2026,"Gun Barrel City, TX",Texas,Single Family Residential,273000,-0.389944134,325000,151.155898,5,77,15.4,180,0.998312937,0.12987013
1/1/2026,"Pantego, TX",Texas,Single Family Residential,403750,NA,287500,153.9195526,2,7,3.5,187,0.981579961,0.142857143
1/1/2026,"Lakeway, TX",Texas,Single Family Residential,706250,-0.214404894,797250,291.4584616,16,121,7.6,103,0.970075784,0.26446281
1/1/2026,"Little River-Academy, TX",Texas,Single Family Residential,280000,0.56424581,149000,145.9093278,1,6,6,49,0.985915493,0.166666667
1/1/2026,"Lumberton, TX",Texas,Single Family Residential,299900,-0.047936508,334325,151.7045455,9,60,6.7,66,NA,0.383333333
1/1/2026,"Jacksonville, TX",Texas,Single Family Residential,105000,-0.432432432,232450,80.48780488,5,43,8.6,28,NA,0.139534884
1/1/2026,"Richland Hills, TX",Texas,Single Family Residential,246000,-0.219047619,319900,218.5997278,2,27,13.5,28,1.00487707,0.148148148
1/1/2026,"Lubbock, TX",Texas,Single Family Residential,224950,-0.06505932,245000,138.5646679,216,1164,5.4,104,NA,0.264604811
1/1/2026,"Aledo, TX",Texas,Single Family Residential,424000,-0.376470588,399999,206.8159038,4,37,9.3,49,0.975111782,0.243243243
1/1/2026,"La Homa, TX",Texas,Single Family Residential,160000,NA,190000,122.5442202,2,10,5,60,0.898452611,0.1
1/1/2026,"Lorena, TX",Texas,Single Family Residential,458000,NA,315000,160.9276177,3,11,3.7,56,0.902766269,0.363636364
1/1/2026,"Melissa, TX",Texas,Single Family Residential,516271,-0.076430022,440000,195.3300404,15,121,8.1,119,0.972380418,0.272727273
1/1/2026,"Hideaway, TX",Texas,Single Family Residential,410000,-0.044289044,345000,155.597723,5,52,10.4,156,NA,0.192307692
1/1/2026,"Hallsville, TX",Texas,Single Family Residential,464950,0.276458476,429000,182.3921359,4,28,7,66,NA,0.178571429
1/1/2026,"Val Verde Park, TX",Texas,Single Family Residential,299000,0.23553719,NA,183.4355828,1,5,5,70,NA,NA
1/1/2026,"Pecan Grove, TX",Texas,Single Family Residential,422500,-0.049948,417449.5,165.4735947,12,91,7.6,46,0.979988413,0.351648352
1/1/2026,"Woodloch, TX",Texas,Single Family Residential,211000,NA,214999,90.86993971,1,1,1,141,1.055527764,NA
1/1/2026,"Mission Bend, TX",Texas,Single Family Residential,233950,-0.100192308,265000,143.687076,16,81,5.1,44,0.950879417,0.283950617
1/1/2026,"Sansom Park, TX",Texas,Single Family Residential,145750,-0.344501911,250000,132.5388776,2,9,4.5,49,0.985821518,0.222222222
1/1/2026,"Caddo Mills, TX",Texas,Single Family Residential,570000,0.958729232,309495,169.2644483,3,34,11.3,74,0.98712783,0.470588235
1/1/2026,"Elmendorf, TX",Texas,Single Family Residential,388990,0.417604624,349990,170.9476773,3,40,13.3,138,1.001903513,0.125
1/1/2026,"Roman Forest, TX",Texas,Single Family Residential,342000,-0.302040816,399990,162.4074698,6,23,3.8,144,0.971723874,0.304347826
1/1/2026,"San Antonio, TX",Texas,Single Family Residential,255000,0.008303677,264900,149.0160649,607,4125,6.8,95,0.959945141,0.316606061
1/1/2026,"Stonewall, TX",Texas,Single Family Residential,419000,NA,NA,296.3224894,1,NA,NA,197,NA,NA
1/1/2026,"Laguna Vista, TX",Texas,Single Family Residential,359250,-0.050858653,369000,218.0053543,8,47,5.9,75,NA,0.255319149
1/1/2026,"Commerce, TX",Texas,Single Family Residential,272300,0.604359994,199500,116.7175587,6,43,7.2,30,0.966429168,0.23255814
1/1/2026,"Montgomery, TX",Texas,Single Family Residential,332220,-0.12685814,444999.5,167.2819415,11,44,4,251,1.062192041,0.409090909
1/1/2026,"Emerald Bay, TX",Texas,Single Family Residential,229000,-0.510160428,365000,129.4516676,1,16,16,557,0.958158996,0.25
1/1/2026,"Wimberley, TX",Texas,Single Family Residential,711000,-0.289,787500,285.7770691,2,31,15.5,74,0.977034969,0.161290323
1/1/2026,"Martindale, TX",Texas,Single Family Residential,660000,NA,NA,404.3954368,2,4,2,167,0.973684211,0.25
1/1/2026,"Shallowater, TX",Texas,Single Family Residential,369900,2.020824826,284450,170.7756233,3,5,1.7,141,NA,0.2
1/1/2026,"Crosby, TX",Texas,Single Family Residential,282500,0.055128109,277495,125.6650565,8,24,3,89,0.947760076,0.375
1/1/2026,"La Vernia, TX",Texas,Single Family Residential,585587,0.377851765,580000,260.2608889,1,16,16,126,1.041043556,0.4375
1/1/2026,"Christine, TX",Texas,Single Family Residential,48000,NA,174000,107.1428571,1,2,2,391,0.979591837,NA
1/1/2026,"Rosenberg, TX",Texas,Single Family Residential,300000,-0.132922917,320990,143.1091234,27,165,6.1,80,0.940986887,0.339393939
1/1/2026,"Victoria, TX",Texas,Single Family Residential,240000,-0.067961165,249900,144.497992,27,181,6.7,94,0.97295273,0.193370166
1/1/2026,"Ferris, TX",Texas,Single Family Residential,280227.5,0.038071865,323900,150.5771098,8,29,3.6,80,0.972038601,0.206896552
1/1/2026,"Aurora, TX",Texas,Single Family Residential,560000,-0.319148936,570000,249.2211838,1,5,5,62,0.991150443,0.4
1/1/2026,"Brookshire, TX",Texas,Single Family Residential,217500,-0.174573055,234999,111.3147273,2,10,5,112,0.968085106,0.2
1/1/2026,"Lincoln Park, TX",Texas,Single Family Residential,297000,NA,NA,195.1379763,1,1,1,164,0.99033011,NA
1/1/2026,"Sugar Land, TX",Texas,Single Family Residential,485000,0.010416667,499000,181.6993464,47,220,4.7,61,0.958676355,0.277272727
1/1/2026,"Bear Creek Ranch, TX",Texas,Single Family Residential,279900,-0.082295082,259750,175.0469043,1,5,5,73,1,0.4
1/1/2026,"Mineral Wells, TX",Texas,Single Family Residential,215250,-0.139,205000,127.8015357,8,68,8.5,115,0.890578298,0.176470588
1/1/2026,"Whitesboro, TX",Texas,Single Family Residential,275000,0.102204409,220000,185.3257432,3,35,11.7,34,0.97105841,0.228571429
1/1/2026,"Nederland, TX",Texas,Single Family Residential,282250,0.397277228,272000,153.3941407,14,33,2.4,34,0.912801342,0.424242424
1/1/2026,"Mustang Ridge, TX",Texas,Single Family Residential,301990,0.006636689,322990,187.0748299,23,74,3.2,156,0.990867606,0.175675676
1/1/2026,"Morgan's Point, TX",Texas,Single Family Residential,431000,NA,NA,262.6447288,1,2,2,63,0.957777778,0.5
1/1/2026,"China, TX",Texas,Single Family Residential,42900,-0.846434708,202287.5,39.72222222,1,14,14,71,NA,0.571428571
1/1/2026,"Oak Point, TX",Texas,Single Family Residential,517000,-0.044362292,569990,201.9230769,7,59,8.4,177,0.946023734,0.186440678
1/1/2026,"Kenefick, TX",Texas,Single Family Residential,340000,NA,NA,126.8656716,1,1,1,33,1.03030303,NA
1/1/2026,"Lufkin, TX",Texas,Single Family Residential,267250,-0.07429858,239900,154.9151117,6,120,20,107,0.929841723,0.25
1/1/2026,"Wichita Falls, TX",Texas,Single Family Residential,212500,0.067839196,197450,129.1167585,80,393,4.9,81,0.93956044,0.216284987
1/1/2026,"Scenic Oaks, TX",Texas,Single Family Residential,540990,-0.016381818,565000,213.9389978,13,76,5.8,113,0.979574891,0.25
1/1/2026,"Travis Ranch, TX",Texas,Single Family Residential,267500,-0.093220339,312500,140.1104621,6,73,12.2,156,0.986290614,0.273972603
1/1/2026,"Blue Mound, TX",Texas,Single Family Residential,201366,-0.179771894,189900,177.3684211,3,2,0.7,11,0.979002844,0.5
1/1/2026,"Mesquite, TX",Texas,Single Family Residential,50000,NA,NA,72.46376812,1,NA,NA,13,0.834724541,NA
1/1/2026,"The Homesteads, TX",Texas,Single Family Residential,275000,-0.413646055,NA,175.3826531,1,NA,NA,45,1.018895887,NA
1/1/2026,"Sandy Oaks, TX",Texas,Single Family Residential,217500,-0.449401937,165000,108.2182223,4,21,5.3,186,0.916024782,0.238095238
1/1/2026,"Aldine, TX",Texas,Single Family Residential,187500,-0.550898204,235000,139.6128071,3,15,5,148,0.995787257,0.066666667
1/1/2026,"Tiki Island, TX",Texas,Single Family Residential,900000,0.046511628,799600,248.6187845,1,40,40,315,0.900900901,0.225
1/1/2026,"Chandler, TX",Texas,Single Family Residential,335000,0.314395574,321500,117.9401993,3,22,7.3,46,NA,0.136363636
1/1/2026,"Elgin, TX",Texas,Single Family Residential,287740,-0.038899615,294999.5,138.5686338,9,110,12.2,151,0.955828046,0.254545455
1/1/2026,"Red Oak, TX",Texas,Single Family Residential,392450,0.087904152,404400,168.1570026,14,84,6,96,0.986425249,0.440476191
1/1/2026,"Haslet, TX",Texas,Single Family Residential,592500,-0.029632644,699900,224.9086281,4,50,12.5,79,1.029549249,0.2
1/1/2026,"Hutto, TX",Texas,Single Family Residential,330000,-0.043478261,359000,175.7520661,45,315,7,98,0.991504134,0.342857143
1/1/2026,"Sherwood Shores, TX",Texas,Single Family Residential,90000,0.384615385,195000,80.55555556,3,18,6,112,0.864402864,0.333333333
1/1/2026,"Cinco Ranch, TX",Texas,Single Family Residential,586500,-0.020050125,669450,175.2790401,4,32,8,54,0.972358032,0.40625
1/1/2026,"Jollyville, TX",Texas,Single Family Residential,471000,0.114792899,455000,244.3981115,14,31,2.2,75,0.968661782,0.096774194
1/1/2026,"Dublin, TX",Texas,Single Family Residential,332000,2.688888889,330000,171.0866557,2,15,7.5,48,1,0.133333333
1/1/2026,"Briarcliff, TX",Texas,Single Family Residential,361500,NA,1336999.5,201.6784224,2,11,5.5,147,0.97714273,0.181818182
1/1/2026,"Mesquite, TX",Texas,Single Family Residential,277149.5,-0.060510169,289000,158.6212999,88,494,5.6,93,0.97045479,0.348178138
1/1/2026,"Sunray, TX",Texas,Single Family Residential,150000,0.694915254,235000,130.6620209,1,8,8,84,NA,0.125
1/1/2026,"Llano Grande, TX",Texas,Single Family Residential,193000,0.005208333,184250,164.1156463,1,4,4,27,0.877272727,0.25
1/1/2026,"Liberty, TX",Texas,Single Family Residential,186299.5,-0.200431331,205000,135.379394,6,27,4.5,36,0.998803635,0.185185185
1/1/2026,"Tuscola, TX",Texas,Single Family Residential,275700,0.125306122,169900,185.7816712,1,2,2,19,0.967368421,NA
1/1/2026,"Eureka, TX",Texas,Single Family Residential,251000,NA,615000,186.4784547,1,NA,NA,50,1.009654063,NA
1/1/2026,"Bayou Vista, TX",Texas,Single Family Residential,323750,-0.103185596,444450,239.6595697,2,47,23.5,95,0.96588804,0.14893617
1/1/2026,"Tatum, TX",Texas,Single Family Residential,250000,NA,255000,160.2564103,1,9,9,166,NA,0.222222222
1/1/2026,"Brownsville, TX",Texas,Single Family Residential,242500,-0.049019608,249475,165.2236652,50,337,6.7,71,0.975207784,0.183976261
1/1/2026,"Boling, TX",Texas,Single Family Residential,119900,NA,NA,101.9557823,1,NA,NA,291,1,NA
1/1/2026,"Huntsville, TX",Texas,Single Family Residential,238665,-0.032795356,244950,129.0105687,16,122,7.6,153,0.955930502,0.327868853
1/1/2026,"Blooming Grove, TX",Texas,Single Family Residential,200000,NA,NA,114.6578609,2,1,0.5,154,0.836820084,NA
1/1/2026,"Vega, TX",Texas,Single Family Residential,140000,0.09375,NA,79.70912565,2,3,1.5,109,NA,0.666666667
1/1/2026,"Donna, TX",Texas,Single Family Residential,214000,0.033816425,215000,147.0709443,4,43,10.8,122,0.995833264,0.186046512
1/1/2026,"Allen, TX",Texas,Single Family Residential,497000,-0.079459159,515000,197.3423941,56,210,3.8,113,0.965467924,0.233333333
1/1/2026,"Oak Grove, TX",Texas,Single Family Residential,303250,NA,NA,178.2130841,2,1,0.5,34,0.972542129,NA
1/1/2026,"Baytown, TX",Texas,Single Family Residential,241620,-0.083036053,269499.5,138.2574264,44,281,6.4,73,0.987159852,0.256227758
1/1/2026,"El Paso, TX",Texas,Single Family Residential,251000,-0.034429698,269998,151.8451301,379,1348,3.6,58,0.982896506,0.214391691
1/1/2026,"Venus, TX",Texas,Single Family Residential,274687.5,-0.075126263,325900,168.5124752,2,49,24.5,74,1.008101852,0.183673469
1/1/2026,"Belton, TX",Texas,Single Family Residential,321625,0.067581697,324900,164.0684563,14,146,10.4,133,0.980940639,0.260273973
1/1/2026,"Prairie View, TX",Texas,Single Family Residential,247500,0.023850547,472900,170.7460109,4,9,2.3,191,0.940424837,0.555555556
1/1/2026,"Chico, TX",Texas,Single Family Residential,216900,6.23,260000,188.5911871,2,6,3,287,0.980309877,0.166666667
1/1/2026,"Anthony, TX",Texas,Single Family Residential,97450,-0.580860215,169950,95.6986532,2,4,2,37,1,0.25
1/1/2026,"Henderson, TX",Texas,Single Family Residential,233450,-0.244498382,239500,120.9377499,10,43,4.3,128,0.900120016,0.325581395
1/1/2026,"Siesta Shores, TX",Texas,Single Family Residential,159900,NA,110000,129.6836983,1,10,10,38,NA,0.1
1/1/2026,"Crowley, TX",Texas,Single Family Residential,327090,-0.026503371,339990,158.1866474,26,118,4.5,117,0.987739629,0.491525424
1/1/2026,"San Leon, TX",Texas,Single Family Residential,192000,-0.443478261,492250,143.7908497,7,61,8.7,219,0.946524271,0.213114754
1/1/2026,"Pilot Point, TX",Texas,Single Family Residential,306847.5,-0.110586957,330000,153.3161191,34,126,3.7,82,0.982468615,0.388888889
1/1/2026,"Mont Belvieu, TX",Texas,Single Family Residential,480000,0.049409707,449900,181.3406313,4,109,27.3,144,0.980950566,0.220183486
1/1/2026,"Hempstead, TX",Texas,Single Family Residential,243500,0.217506088,267750,141.1161001,3,25,8.3,127,0.941999687,0.16
1/1/2026,"Richardson, TX",Texas,Single Family Residential,455000,-0.021505376,435000,229.6521445,55,185,3.4,65,0.97694031,0.25945946
1/1/2026,"Bulverde, TX",Texas,Single Family Residential,842500,-0.026011561,1075000,315.0358423,6,40,6.7,143,0.960552618,0.275
1/1/2026,"Roanoke, TX",Texas,Single Family Residential,580000,-0.090196078,595000,182.1967725,7,30,4.3,87,0.991737566,0.233333333
1/1/2026,"Camp Swift, TX",Texas,Single Family Residential,100000,NA,349950,130.2083333,1,15,15,43,0.666666667,0.2
2/1/2026,"Eagle Pass, TX",Texas,Single Family Residential,359500,0.48553719,295000,187.5864525,6,86,14.3,130,0.932653061,0.127906977
2/1/2026,"Edgecliff Village, TX",Texas,Single Family Residential,345000,0.353360453,275000,132.0840951,3,7,2.3,84,0.965410655,0.571428571
2/1/2026,"Pleak, TX",Texas,Single Family Residential,443990,NA,NA,215.3200776,1,1,1,150,1.009091116,1
2/1/2026,"Brazos Country, TX",Texas,Single Family Residential,575000,NA,NA,226.7350158,1,1,1,52,1,1
2/1/2026,"Tyler, TX",Texas,Single Family Residential,307500,0.026882618,325000,160.7692308,55,410,7.5,55,0.851330413,0.258536585
2/1/2026,"Wylie, TX",Texas,Single Family Residential,417500,-0.040229885,466500,179.4902467,24,154,6.4,106,0.983943287,0.305194805
2/1/2026,"Murillo, TX",Texas,Single Family Residential,274000,-0.034361233,323000,173.7288136,11,42,3.8,55,0.991755902,0.119047619
2/1/2026,"Plainview, TX",Texas,Single Family Residential,130000,0.452513967,210000,94.62301162,12,73,6.1,84,NA,0.136986301
2/1/2026,"Irving, TX",Texas,Single Family Residential,419000,-0.014117647,405000,209.3198534,60,233,3.9,48,0.95956501,0.377682403
2/1/2026,"Porter, TX",Texas,Single Family Residential,295000,-0.027333575,329000,154.6052632,69,348,5,120,0.961409553,0.445402299
2/1/2026,"New Chapel Hill, TX",Texas,Single Family Residential,129900,NA,NA,71.21710526,1,2,2,14,NA,1
2/1/2026,"Copperas Cove, TX",Texas,Single Family Residential,234000,-0.094059118,245000,135.4989496,27,200,7.4,67,0.977059335,0.235
2/1/2026,"Huntsville, TX",Texas,Single Family Residential,302450,0.152431938,244500,168.3736647,10,117,11.7,56,0.979984198,0.188034188
2/1/2026,"The Colony, TX",Texas,Single Family Residential,407000,-0.095555556,474950,240.1405701,33,107,3.2,69,0.971148176,0.280373832
2/1/2026,"Lindsay, TX",Texas,Single Family Residential,516500,0.455134526,594500,188.3583869,2,6,3,115,0.957158628,0.166666667
2/1/2026,"Poteet, TX",Texas,Single Family Residential,165000,0.65,150000,138.5390428,1,13,13,82,1.037735849,0.076923077
2/1/2026,"Humble, TX",Texas,Single Family Residential,235995,0.026065217,280000,130.9330794,8,22,2.8,37,0.989088429,0.318181818
2/1/2026,"Richmond, TX",Texas,Single Family Residential,355000,0.132376396,325000,170.3445606,7,38,5.4,129,0.916797066,0.236842105
2/1/2026,"Caney City, TX",Texas,Single Family Residential,1273125,NA,1695000,316.7765613,1,2,2,398,0.760074627,NA
2/1/2026,"White Settlement, TX",Texas,Single Family Residential,170000,-0.251101322,232500,171.3014461,7,53,7.6,153,0.912239171,0.283018868
2/1/2026,"Rendon, TX",Texas,Single Family Residential,395000,0.122159091,998000,202.8985507,11,44,4,64,0.992907395,0.227272727
2/1/2026,"Arcola, TX",Texas,Single Family Residential,329950,0.045816891,315900,180.2963016,2,7,3.5,89,0.983825774,0.428571429
2/1/2026,"Runaway Bay, TX",Texas,Single Family Residential,335000,0.34,325000,172.7115717,3,26,8.7,144,0.956978484,0.153846154
2/1/2026,"Converse, TX",Texas,Single Family Residential,242450,-0.067596826,277000,132.4988802,20,159,8,91,0.965845245,0.402515723
2/1/2026,"Whitewright, TX",Texas,Single Family Residential,58500,-0.814285714,267499.5,53.76838235,1,15,15,18,1,NA
2/1/2026,"San Diego, TX",Texas,Single Family Residential,287000,5.239130435,55000,154.8004315,1,3,3,12,1.007017544,NA
2/1/2026,"Buffalo Gap, TX",Texas,Single Family Residential,264999,-0.167710174,NA,190.0997131,1,NA,NA,31,1,NA
2/1/2026,"Royse City, TX",Texas,Single Family Residential,289900,-0.122830905,345000,144.8101761,21,147,7,91,0.985597002,0.340136054
2/1/2026,"Pinehurst, TX",Texas,Single Family Residential,353995,0.015036516,639900,162.1323797,10,62,6.2,160,0.96587537,0.532258065
2/1/2026,"Hallsville, TX",Texas,Single Family Residential,455000,0.516671722,434450,204.0358744,3,31,10.3,165,NA,0.193548387
2/1/2026,"San Leon, TX",Texas,Single Family Residential,295000,0.372412189,480000,147.5,5,56,11.2,97,0.950887518,0.214285714
2/1/2026,"Scenic Oaks, TX",Texas,Single Family Residential,555000,-0.11341853,599000,212.6318083,15,67,4.5,116,0.969743681,0.343283582
2/1/2026,"Pinewood Estates, TX",Texas,Single Family Residential,395000,0.234375,369000,149.0566038,1,6,6,95,NA,0.666666667
2/1/2026,"Granger, TX",Texas,Single Family Residential,180000,1.25,NA,154.9053356,1,4,4,139,0.878048781,0.5
2/1/2026,"Heidelberg, TX",Texas,Single Family Residential,60000,NA,NA,117.1875,1,2,2,136,0.8,1
2/1/2026,"Taylor Lake Village, TX",Texas,Single Family Residential,392500,0.105633803,427500,149.7443389,5,20,4,82,0.995503397,0.1
2/1/2026,"Panorama Village, TX",Texas,Single Family Residential,265000,-0.116666667,294900,146.8144044,5,18,3.6,145,0.959950724,0.277777778
2/1/2026,"Elgin, TX",Texas,Single Family Residential,249950,-0.235510017,299990,177.1253424,12,126,10.5,82,0.963719081,0.373015873
2/1/2026,"Westlake, TX",Texas,Single Family Residential,2400000,0.248374512,4622000,685.5184233,1,32,32,200,0.926640927,0.1875
2/1/2026,"Saginaw, TX",Texas,Single Family Residential,272500,-0.134920635,334750,158.316123,20,61,3.1,48,0.967776359,0.442622951
2/1/2026,"Fulshear, TX",Texas,Single Family Residential,680000,0.129609388,582000,209.7470697,25,128,5.1,127,0.951648738,0.296875
2/1/2026,"Jacinto City, TX",Texas,Single Family Residential,159000,0.06,240000,183.4414293,2,13,6.5,91,0.979400749,0.461538462
2/1/2026,"Ennis, TX",Texas,Single Family Residential,250000,-0.086716288,251999,155.301676,15,78,5.2,96,0.968630384,0.371794872
2/1/2026,"Tolar, TX",Texas,Single Family Residential,454000,0.297142857,349444,216.0019728,2,16,8,74,1,0.25
2/1/2026,"Palmview, TX",Texas,Single Family Residential,245000,0.436107855,221000,160.5113636,3,38,12.7,121,0.985875706,0.263157895
2/1/2026,"Clute, TX",Texas,Single Family Residential,336400,0.716326531,312000,167.7722799,8,31,3.9,143,0.976424714,0.290322581
2/1/2026,"Liberty Hill, TX",Texas,Single Family Residential,311750,-0.096376812,344499.5,162.7537367,8,56,7,185,0.975810883,0.267857143
2/1/2026,"Tahoka, TX",Texas,Single Family Residential,87750,-0.629746835,282500,48.29389103,1,13,13,90,NA,0.153846154
2/1/2026,"El Paso, TX",Texas,Single Family Residential,250950,-0.015882353,269900,153.926097,347,1307,3.8,64,0.983449348,0.197398623
2/1/2026,"Roscoe, TX",Texas,Single Family Residential,119000,-0.192946762,144950,69.02552204,1,10,10,256,NA,0.1
2/1/2026,"Leonard, TX",Texas,Single Family Residential,196995,0.064837838,385000,149.6456353,4,25,6.3,141,0.92876802,0.24
2/1/2026,"Frisco, TX",Texas,Single Family Residential,652500,-0.02027027,724700,234.1538791,116,596,5.1,70,0.968277924,0.283557047
2/1/2026,"Houston, TX",Texas,Single Family Residential,355000,0.014285714,359900,175.7436057,958,5534,5.8,74,0.966279692,0.262378027
2/1/2026,"Tiki Island, TX",Texas,Single Family Residential,948000,1.37,749999,333.3333333,3,46,15.3,427,0.817320276,0.369565217
2/1/2026,"Providence, TX",Texas,Single Family Residential,287885,-0.07133871,305000,144.0360382,16,48,3,104,0.984912854,0.125
2/1/2026,"Alvin, TX",Texas,Single Family Residential,295289.5,-0.015521179,274500,159.2083292,32,89,2.8,104,0.968296972,0.337078652
2/1/2026,"Celina, TX",Texas,Single Family Residential,485000,-0.14159292,551750,172.3635574,47,386,8.2,145,0.961858354,0.450777202
2/1/2026,"Silsbee, TX",Texas,Single Family Residential,224950,0.367892977,185000,152.3220948,6,37,6.2,65,NA,0.189189189
2/1/2026,"Cockrell Hill, TX",Texas,Single Family Residential,322500,0.417582418,516000,214.5193713,2,6,3,158,0.969404173,0.333333333
2/1/2026,"Sweetwater, TX",Texas,Single Family Residential,110000,0.26984127,125000,82.93269231,7,53,7.6,187,0.916666667,0.132075472
2/1/2026,"Blue Mound, TX",Texas,Single Family Residential,177000,NA,185000,108.7891825,1,3,3,16,0.931578947,NA
2/1/2026,"Zephyr, TX",Texas,Single Family Residential,100000,NA,NA,97.08737864,1,NA,NA,175,0.775193798,NA
2/1/2026,"Gunter, TX",Texas,Single Family Residential,757994.5,0.027789153,475000,215.3432374,6,27,4.5,139,0.97243297,0.222222222
2/1/2026,"Floresville, TX",Texas,Single Family Residential,230000,0.014335203,299999,139.0977444,7,46,6.6,61,0.966080482,0.260869565
2/1/2026,"Ore City, TX",Texas,Single Family Residential,170000,NA,193000,87.09016393,1,3,3,46,NA,0.333333333
2/1/2026,"Little River-Academy, TX",Texas,Single Family Residential,202000,-0.028846154,220950,148.9675516,1,8,8,33,1,0.25
